Time (s),Error (m),RMS_Err (m),v (m/s),w (rad/s)
0.0,0.10018111120870754,0.10018111120870754,0.0,0.0
0.1,0.10128282890151584,0.10073347624624387,0.010128282890151585,0.2
0.1,0.10273775390604395,0.10140597048656128,0.010273775390604395,0.23315623595818333
0.2,0.10458641508586083,0.10221036000753053,0.020917283017172168,0.4331562359581833
0.2,0.10678971804765205,0.10314249817817388,0.021357943609530413,0.45893901760015066
0.3,0.10939364234843266,0.10421039906396883,0.032818092704529796,0.6589390176001506
0.3,0.11224767666777632,0.10539611307263895,0.033674303000332896,0.6707353294543986
0.4,0.11560537471061991,0.10672569232483707,0.04624214988424796,0.8707353294543987
0.4,0.1190335878609069,0.10816242018206104,0.04761343514436276,0.8598651237281373
0.5,0.1231605826836687,0.10975450395484795,0.06158029134183435,1.0598651237281373
0.5,0.12687496738175053,0.11141966887398276,0.06343748369087526,1.0252214247631375
0.6,0.13174137647181755,0.11325250512555148,0.07904482588309053,1.2152534875874113
0.6,0.13549357434708123,0.11511601763034368,0.08129614460824873,1.161898217779359
0.7,0.14108135528623966,0.11716167599436106,0.09875694870036776,1.3362612699828453
0.7,0.14449775133437534,0.11917930934688228,0.10114842593406273,1.2640096087006678
0.8,0.15078381714606662,0.12139588547370962,0.1206270537168533,1.4204906654167269
0.8,0.15749559379292577,0.12381110807889922,0.1259964750343406,1.3970903994230024
0.9,0.16038774407660733,0.12612173719451159,0.14434896966894661,1.4697683899118987
0.9,0.16166587996712592,0.12823833145211982,0.14549929197041334,1.3636790051968584
1.0,0.16926067476215387,0.13059584592164306,0.16926067476215387,1.4794479637290197
1.0,0.1773002265389883,0.13319174680754833,0.1773002265389883,1.4453092324110486
1.1,0.1778420578173279,0.13554078005920464,0.1956262635990607,1.4407723849678242
1.1,0.1749222527575094,0.13748777998015285,0.19241447803326034,1.3075425063560548
1.2,0.17079111962451524,0.1390347780760307,0.20494934354941827,1.2721997835641046
1.2,0.17973793897885262,0.14088886330153882,0.21568552677462313,1.2154668227898247
1.3,0.18917462524294487,0.14304771042393796,0.24592701281582835,1.2591847731743506
1.3,0.1830075025970563,0.14472458900635968,0.2379097533761732,1.0905991242283453
1.4,0.1930852012203078,0.14672647959881235,0.2703192817084309,1.1093906856322577
1.4,0.18407602540252896,0.1481712031635274,0.2577064355635405,0.938804419500096
1.5,0.19411831924059575,0.14992980355549568,0.2911774788608936,0.9374661257228983
1.5,0.20428116821408632,0.151986754040055,0.30642175232112945,0.8759084223347839
1.6,0.19232832880000064,0.15340809153728646,0.307725326080001,0.7457524789957907
1.6,0.20247003488893522,0.1551229694614278,0.32395205582229636,0.6812036405324294
1.7,0.18609506403642087,0.1561216389887597,0.3163616088619155,0.531254600705297
1.7,0.19623358483436826,0.15740960846287008,0.33,0.4630772078943459
1.8,0.17563961827551813,0.1579444122312905,0.3161513128959326,0.2967950318868637
1.8,0.1533348775528256,0.15782160040026222,0.27600277959508607,0.11625202215997804
1.9,0.16352009723029937,0.1579741943995841,0.31068818473756876,0.039000328558130126
1.9,0.1452416759986628,0.15766056496859196,0.2759591843974593,-0.11135921991647302
2.0,0.15556477727403759,0.15760850992496644,0.31112955454807517,-0.19766121953905236
2.0,0.165921020046058,0.15781646340003316,0.33,-0.26807829190821164
2.1,0.1488612201396049,0.15760915671559989,0.2977224402792098,-0.3672639663490098
2.1,0.12822338897732607,0.15698825176501502,0.25644677795465215,-0.46438392457027744
2.2,0.1386696824457583,0.15659572022595347,0.2773393648915166,-0.5222795036461629
2.2,0.12281569991620953,0.15592457993399336,0.24563139983241905,-0.5844643989970526
2.3,0.1331775999027667,0.15546547438310332,0.2663551998055334,-0.6270893956721431
2.3,0.11928807055030434,0.15478380771415368,0.23857614110060868,-0.6368121015667692
2.4,0.12949282224204772,0.15429919975390205,0.25898564448409545,-0.6649275509002752
2.4,0.13957673683590757,0.1540128096720648,0.27915347367181514,-0.6892683906846655
2.5,0.1262008603264815,0.1535059600639821,0.252401720652963,-0.661846957262827
2.5,0.10985570900447038,0.1527699966410558,0.21971141800894076,-0.6060246412301297
2.6,0.11959848779378358,0.15220027695325541,0.23919697558756717,-0.6095652240852223
2.6,0.10760025098186002,0.15148036038421872,0.21520050196372004,-0.5568313906457074
2.7,0.11706549373419653,0.15091438630563017,0.23413098746839306,-0.5524249903599198
2.7,0.10625755558759796,0.15022098121196592,0.21251511117519592,-0.48298815995388455
2.8,0.11543242016210836,0.1496706813199877,0.23086484032421672,-0.473407858880706
2.8,0.10439611383121651,0.14899499979854863,0.20879222766243302,-0.40147022513541786
