Time (s),Error (m),RMS_Err (m),v (m/s),w (rad/s)
0.1,0.10018849984586271,0.10018849984586271,0.010018849984586272,0.2
0.1,0.10127176222173682,0.1007315872129007,0.010127176222173684,0.23422827432941531
0.2,0.10274518166610525,0.10140722801401848,0.02054903633322105,0.43422827432941535
0.2,0.10459386895355202,0.10221320255125341,0.020918773790710405,0.46378824440115796
0.3,0.1067553240449369,0.10313763068354218,0.03202659721348107,0.663788244401158
0.3,0.10923919085687142,0.10417937666523197,0.032771757257061426,0.6745529552419014
0.4,0.11221472835338658,0.10536480870464296,0.044885891341354636,0.8745529552419014
0.4,0.11522326023807149,0.10664696438099655,0.0460893040952286,0.8672065768821567
0.5,0.11894239731884097,0.10808221869042588,0.059471198659420486,1.0672065768821568
0.5,0.12232302968284667,0.10958960606015335,0.061161514841423334,1.033743335351286
0.6,0.1267750832511814,0.11126166508711875,0.07606504995070883,1.225450711726106
0.6,0.13022483938232446,0.11296358118500412,0.07813490362939467,1.1703760907115208
0.7,0.13311982787996113,0.11463995030075774,0.09318387951597279,1.2963150192152384
0.7,0.13856281715541155,0.11651173790117417,0.09699397200878808,1.274384222067339
0.8,0.14442711515761464,0.11857739597840099,0.11554169212609172,1.4318007946663194
0.8,0.1469566989294463,0.12054699651886745,0.11756535914355704,1.343803545500544
0.9,0.15349376701776807,0.12273011769704585,0.13814439031599127,1.4815029296754456
0.9,0.15490666692661484,0.12473564622101493,0.13941600023395337,1.3776439532373879
1.0,0.16209166463991342,0.126976038691283,0.16209166463991342,1.4941430296055291
1.0,0.16972153642794802,0.12944898098485305,0.16972153642794802,1.4591054989575214
1.1,0.1696766061263587,0.13164362502910879,0.1866442667389946,1.4706077952407757
1.1,0.1779402514477915,0.134095226901733,0.19573427659257064,1.4290926232855237
1.2,0.1761647535936978,0.1361948217302233,0.21139770431243735,1.383064635149821
1.2,0.1714813312110798,0.1378455543768176,0.20577759745329577,1.221667486977489
1.3,0.16492295821087527,0.13902994020280354,0.21439984567413786,1.1526191216453008
1.3,0.17409095463283988,0.14054027171335456,0.22631824102269185,1.0848892864588031
1.4,0.1656691615442777,0.14155054566291148,0.23193682616198874,0.9898679448556886
1.4,0.1755213289391985,0.1429029110100653,0.24572986051487788,0.9135002399647527
1.5,0.18554465750061258,0.14458282380354934,0.2783169862509189,0.9057832483161328
1.5,0.17395467129793277,0.14565734023128957,0.26093200694689916,0.7284207812741108
1.6,0.18399832059364335,0.14705026624438616,0.29439731294982935,0.7009877763679908
1.6,0.17039706334456353,0.14783567356140542,0.27263530135130165,0.5305094650668699
1.7,0.18050070514584812,0.1489308227285091,0.3068511987479418,0.48544698132731906
1.7,0.1907077589100189,0.15032536457160983,0.32420319014703214,0.415639915284117
1.8,0.17455917656358627,0.1510717165610454,0.3142065178144553,0.25751953931330424
1.8,0.18482868941713343,0.15211060198423093,0.33,0.18653709590495302
1.9,0.1638761434549506,0.1524405297325194,0.31136467256440614,0.01630102345141471
1.9,0.141313618657551,0.1521581412205168,0.2684958754493469,-0.13885748070414528
2.0,0.1517446296454848,0.15214755239857342,0.3034892592909696,-0.2263113449678289
2.0,0.13459924444238772,0.15173358123192857,0.26919848888477543,-0.34840712951456365
2.1,0.145151543119224,0.1515764443222597,0.290303086238448,-0.416689658899678
2.1,0.12913237100738134,0.15108081459701742,0.2582647420147627,-0.4906282263332087
2.2,0.13972939763561162,0.15082653144051078,0.27945879527122325,-0.5450716368200392
2.2,0.12473672966524121,0.15028388915510726,0.24947345933048243,-0.5845008156904841
2.3,0.13523827759293686,0.1499659424053064,0.2704765551858737,-0.6241100630560044
2.3,0.14563675527071043,0.14987315935366133,0.29127351054142087,-0.6581957177861486
2.4,0.1314675698468296,0.14950514550849306,0.2629351396936592,-0.6577888324334173
2.4,0.14168871800948057,0.1493464759297436,0.28337743601896115,-0.6800079962529909
2.5,0.12520654193376435,0.14889295100085578,0.2504130838675287,-0.68025013608162
2.5,0.10748133934889663,0.14817818127765311,0.21496267869779326,-0.6730711988887704
2.6,0.11736018151989688,0.14763575225534187,0.23472036303979377,-0.671508278613572
2.6,0.12710387000584236,0.14726790581444107,0.2542077400116847,-0.6709200969349363
2.7,0.11515621929992285,0.1467270879004108,0.2303124385998457,-0.6144576690638186
2.7,0.12461746233935232,0.1463480088235806,0.24923492467870464,-0.606425294335095
2.8,0.11035396885916275,0.14577292063784547,0.2207079377183255,-0.5206353053134004
