Time (s),Error (m),Avg Error (m),v (m/s),w (rad/s)
0.1,0.12955401975840294,0.12955401975840294,0.044268150140625226,3.85
0.2,0.16001547682808134,0.14478474829324214,0.18700927399037545,3.85
0.3,0.18230990676628525,0.1572931344509232,0.33,3.4038344859058456
0.4,0.1906583195085024,0.165634430715318,0.33,2.3308996627343146
0.5,0.19150900443935875,0.17080934546012613,0.33,1.4757668253338556
0.6,0.18962664101405,0.1739455613857801,0.33,0.8205670833366945
0.7,0.18736483355069317,0.17586260026648198,0.33,0.30817974027327555
0.8,0.18436460825703085,0.1769253512653006,0.33,-0.05009210270610964
0.9,0.18126133274533598,0.17740712698530453,0.33,-0.281181912758921
1.0,0.17820919725406664,0.17748733401218075,0.33,-0.4215139574090587
1.1,0.17508040007380052,0.17726852183596437,0.33,-0.4929715436801807
1.2,0.17169481380075297,0.1768040461663634,0.33,-0.5139735272974892
1.3,0.16789034292468785,0.17611837668623453,0.33,-0.5002969029124475
1.4,0.16354077882219265,0.17521997683880297,0.33,-0.46492690899172473
1.5,0.1585562524281654,0.1741090618780938,0.33,-0.41804215023102476
1.6,0.15287566895896057,0.17278197482064797,0.33,-0.3672522535653089
1.7,0.14645747224938993,0.1712334746693975,0.33,-0.3179942856313076
1.8,0.13927167229790727,0.16945781898209247,0.33,-0.2739934593903719
1.9,0.13129470055739814,0.16744923380184543,0.33,-0.2376653517076206
2.0,0.12250491659774622,0.16520201794164047,0.33,-0.21064369236201497
2.1,0.11288175112741455,0.16271057666477257,0.33,-0.19428166633331623
2.2,0.10240711996028216,0.1599695104509321,0.3068752172149837,-0.1898967960097453
2.3,0.09306396731718064,0.1570605737929429,0.2789244654377683,-0.17509292793140663
2.4,0.08549276229503139,0.1540785816471966,0.2562186959365656,-0.17998283857355177
2.5,0.07970855792738889,0.15110378069840427,0.23882927517431313,-0.1991795904666591
2.5,0.07945265052349126,0.14834796799936917,0.23806246061834865,-0.19919440551277345
2.6,0.07462946161580601,0.1456176529481261,0.22356784717456651,-0.21406742022151581
2.7,0.0702296974398867,0.14292522596568896,0.21029689027576506,-0.24410477961409646
2.8,0.06615046226364665,0.14027782032079095,0.19792008202472586,-0.29276335584515056
2.9,0.0625022884109768,0.1376853025904638,0.18679395060683268,-0.3489175886994315
3.0,0.05965419353907441,0.135168170040419,0.17817473428704772,-0.3754689980387793
3.1,0.056545301933208135,0.13271120541206866,0.16855570986809035,-0.4516459208117434
3.2,0.0543292046175857,0.1303359932667813,0.16171540710470686,-0.5001029689832155
3.3,0.051076854411068975,0.12800484212396623,0.15157871311262308,-0.5878662536137784
3.4,0.048848368380852034,0.1257432285884487,0.14455725278229398,-0.6595892135807692
3.5,0.04698843001435785,0.12355559529472394,0.1386823207124627,-0.7208697594077851
3.6,0.04565879154777758,0.12145027627453621,0.13403990168499244,-0.8297439335308698
3.7,0.044162380764447236,0.11941638428742862,0.1289599847958001,-0.9250576353418722
3.8,0.04226488863957032,0.1174381408092784,0.12300759545991219,-0.9800835677570808
3.9,0.040360198094575986,0.11551119224141085,0.11732708988834134,-0.9985838595921916
4.0,0.03901758112627368,0.11364549440933433,0.11327182370376193,-1.0194335284367597
4.1,0.0382547305172605,0.1118504762214278,0.11089785361777758,-1.0412345140006942
4.2,0.0380552977081484,0.11013430927925852,0.11022429182053757,-1.0541456971567935
4.3,0.038378806079852175,0.10850350238836293,0.1111975389846526,-1.0493030274106896
4.4,0.03915984804834334,0.10696253229191804,0.11367115764033482,-1.0212795452047834
4.5,0.04032508557728459,0.10551389214594777,0.11744106117992657,-0.9692482085686178
4.6,0.042722148526913965,0.10417789760086194,0.12424976984725235,-0.9914226904541334
4.7,0.04597434022113667,0.10296532348878433,0.13361930763291915,-1.0018762438551683
4.8,0.048098271782634934,0.10184558773967924,0.13990153148688597,-0.9895833045413283
4.9,0.050534287783447804,0.1008193617405546,0.14723791422524532,-0.9621846889376937
5.0,0.05378009417299895,0.09989702316079861,0.1578003618174415,-0.8394553933408919
5.1,0.056783470189956955,0.0990679163728978,0.16762280130053764,-0.716763149443413
5.2,0.05871446151605119,0.09830653043220258,0.17414454276983932,-0.6031739513414225
5.3,0.06089286137838279,0.0976136847089837,0.18129125989551206,-0.4932821382182553
5.4,0.06319739694438331,0.09698793402235459,0.18856941372809338,-0.41567192866901254
5.5,0.06575973222145055,0.09643028756162417,0.19661409695266382,-0.3285487450958273
5.6,0.0679489769192515,0.09593061544509131,0.20340201456819562,-0.2643266962240256
5.7,0.06976612784689755,0.09547950358995004,0.2089707180424492,-0.22385360070057114
5.8,0.07165917532670603,0.09507576921260694,0.21472076204437363,-0.1955188824616636
5.9,0.0740622019126456,0.0947255430909409,0.22204657604925984,-0.14201980929840818
6.0,0.07661905998355684,0.09442871549901657,0.22975408377183343,-0.11980735227362516
6.1,0.0787216918544613,0.09417537640797537,0.23607009828603356,-0.11344662126582783
6.2,0.08049148744404584,0.09395817182124631,0.24135799117173315,-0.12424131637966429
6.3,0.08215853505529234,0.09377380249677829,0.24633327598614585,-0.13594270042220558
