Time (s),Inst_Error (m),RMS_Error (m),v (m/s),w (rad/s)
7.9,194.76591020256785,74.43802272792648,0.25,1.5
8.0,194.76450891548552,76.62605187975218,0.25,1.5
8.1,194.76310791625582,78.71087273730085,0.25,1.5
8.2,194.76170720806442,80.70172673581955,0.25,1.5
8.3,194.7603067941453,82.60657364324955,0.25,1.5
8.4,194.7589066777815,84.43233040790386,0.25,1.5
8.5,194.75750686230646,86.18505519573051,0.25,1.5
8.6,194.75610735110516,87.87009131037509,0.25,1.5
8.7,194.75470814761525,89.49218123988491,0.25,1.5
8.8,194.75330925532833,91.05555811206199,0.25,1.5
8.9,194.7519106777911,92.56401982609621,0.25,1.5
9.0,194.75051241860666,94.02098973143379,0.25,1.5
9.1,194.74911448143584,95.42956673940874,0.25,1.5
9.2,194.74771686999844,96.79256704679179,0.25,1.5
9.3,194.7463195880747,98.11255913669189,0.25,1.5
9.4,194.7449226395065,99.39189334365167,0.25,1.5
9.5,194.743526028199,100.63272698734208,0.25,1.5
9.6,194.7421297581218,101.83704586617513,0.25,1.5
9.7,194.74073383331057,103.00668273970402,0.25,1.5
9.8,194.73933825786875,104.14333330362727,0.25,1.5
9.9,194.73794303596873,105.2485700640776,0.25,1.5
10.0,194.7365481718535,106.32385444178601,0.25,1.5
10.1,194.7351536698386,107.3705473766367,0.25,1.5
10.2,194.73375953431335,108.38991865534355,0.25,1.5
10.3,194.73236576974276,109.3831551467086,0.25,1.5
10.4,194.7309723806692,110.35136809806704,0.25,1.5
10.5,194.72957937171415,111.29559962149598,0.25,1.5
10.6,194.72818674758014,112.21682847794172,0.25,1.5
10.7,194.7267945130524,113.11597525066578,0.25,1.5
10.8,194.72540267300087,113.99390698559206,0.25,1.5
10.9,194.7240112323822,114.8514413646831,0.25,1.5
11.0,194.7226201962416,115.68935046893684,0.25,1.5
11.1,194.7212295697149,116.50836417961544,0.25,1.5
11.2,194.71983935803075,117.30917325961586,0.25,1.5
-1333.726,194.7184495665126,118.09243215123698,0.21,1.3
-1333.726,194.71706020058102,118.85876152181113,0.16999999999999998,1.1
11.3,194.71567126575573,119.6087505845971,0.21,1.3
11.5,194.71428276765815,120.34295921886124,0.25,1.5
11.6,194.7128947120135,121.06191991010117,0.25,1.5
11.7,194.71150710465335,121.76613952881551,0.25,1.5
11.8,194.71011995151792,122.45610096402478,0.25,1.5
11.9,194.7087332586588,123.13226462584969,0.25,1.5
12.0,194.7073470322413,123.7950698298072,0.25,1.5
12.1,194.70596127854714,124.44493607405516,0.25,1.5
12.2,194.70457600397717,125.08226421956954,0.25,1.5
12.3,194.7031912150542,125.7074375821514,0.25,1.5
12.4,194.7018069184256,126.32082294420609,0.25,1.5
12.5,194.70042312086628,126.92277149340202,0.25,1.5
12.6,194.6990398292817,127.5136196945792,0.25,1.5
12.7,194.69765705071077,128.09369010062954,0.25,1.5
12.8,194.69627479232892,128.66329210749691,0.25,1.5
12.9,194.69489306145132,129.22272265793697,0.25,1.5
13.0,194.69351186553604,129.77226689822686,0.25,1.5
13.1,194.69213121218735,130.31219879161307,0.25,1.5
13.2,194.6907511091589,130.8427816919298,0.25,1.5
13.3,194.68937156435754,131.3642688805011,0.25,1.5
13.4,194.68799258584633,131.87690406915627,0.25,1.5
13.5,194.68661418184846,132.38092187193126,0.25,1.5
13.6,194.20831429851003,132.8720455222089,0.25,1.3
13.7,194.2069146923876,133.355085572822,0.25,1.1
13.8,194.20551579424458,133.83024904121118,0.25,0.9000000000000001
13.9,194.20411761358758,134.29773559011653,0.25,0.7000000000000002
14.0,194.33769601641464,134.75896166428495,0.25,0.5000000000000002
14.1,194.32697152987865,135.21278216964487,0.25,0.3000000000000002
14.2,194.3255851102098,135.65946283572703,0.25,0.1000000000000002
14.3,194.31510186470464,136.09909755984881,0.25,-0.09999999999999981
14.4,194.30487091553283,136.53185898980493,0.25,-0.2999999999999998
14.5,194.29490397186984,136.9579140969463,0.25,-0.49999999999999983
14.6,194.28521255949744,137.37742442033672,0.25,-0.6999999999999998
14.7,194.27580800621192,137.7905462976925,0.25,-0.8999999999999999
14.8,194.25928399578748,138.19736864907648,0.25,-1.0999999999999999
14.9,194.25790371143853,138.59816347452048,0.25,-1.2999999999999998
15.0,194.24942550602353,138.9930097773871,0.25,-1.4999999999999998
15.1,194.2348463795467,139.38199244748373,0.25,-1.5
15.2,194.23346892796135,139.76535075842472,0.25,-1.5
15.3,194.22028702060547,140.14311475568934,0.25,-1.5
15.4,194.2189115258197,140.51550251016985,0.25,-1.5
15.5,194.21218118106782,140.8825892186756,0.25,-1.5
15.6,194.205828400413,141.24449299418768,0.25,-1.5
15.7,194.19986176375463,141.60132849026226,0.25,-1.5
15.8,194.1942895041304,141.953207031043,0.25,-1.5
15.9,194.18911949570045,142.3002367350394,0.25,-1.5
16.0,194.18435924205914,142.64252263302504,0.25,-1.5
16.1,194.17746320778153,142.9801475208485,0.25,-1.5
16.2,194.17609609297926,143.3132492556225,0.25,-1.5
16.3,194.17260625160685,143.6419048454302,0.25,-1.5
16.4,194.16955225232402,143.9662080426975,0.25,-1.5
16.5,194.16693958313897,144.2862500242752,0.25,-1.5
16.6,194.1647732991202,144.60211948031272,0.25,-1.5
16.7,194.16305801343387,144.91390269917068,0.21,-1.5
16.8,194.16235566929217,145.22168763657734,0.16999999999999998,-1.5
16.9,194.16099662957475,145.5255480117596,0.12999999999999998,-1.5
17.0,194.16065747389007,145.82556739858987,0.08999999999999997,-1.5
17.1,194.16078318683094,146.12182325525382,0.04999999999999996,-1.5
17.2,194.16137605369357,146.41439101021857,0.009999999999999953,-1.5
17.3,194.16532278562454,146.703364013936,-0.030000000000000054,-1.5
17.4,194.16396995549954,146.98877391355774,-0.07000000000000006,-1.5
17.5,194.16979788706587,147.2707364520914,-0.11000000000000007,-1.5
17.6,194.1684476477828,147.54926739470696,-0.15000000000000008,-1.5
17.7,194.17139337450868,147.8244591240855,-0.19000000000000009,-1.5
17.8,194.18004130653452,148.09641098771615,-0.2300000000000001,-1.5
17.9,194.18439296824417,148.36515367104042,-0.25,-1.5
18.0,194.1830481006983,148.63070797519453,-0.25,-1.5
18.1,194.1944893865037,148.89321480504725,-0.25,-1.5
18.2,194.19314730257958,149.15264579797326,-0.25,-1.5
18.3,194.19888743986178,149.4091012996897,-0.25,-1.5
18.4,194.20508304922217,149.66263677158102,-0.25,-1.5
18.5,194.21172982094785,149.91330631370133,-0.25,-1.5
18.6,194.21882293016685,150.1611627032628,-0.25,-1.5
18.7,194.23565962115478,150.40631574785246,-0.25,-1.5
18.8,194.2343262971484,150.64869868141696,-0.25,-1.5
18.9,194.24272434846742,150.88841922580283,-0.25,-1.5
19.0,194.26210758670723,151.12559019063954,-0.25,-1.5
19.1,194.26077888265016,151.36012792580135,-0.25,-1.5
19.2,194.2817853053199,151.59221241520396,-0.25,-1.5
19.3,194.29221285064378,151.82182059833255,-0.25,-1.5
19.4,194.2908889337888,152.04892303235428,-0.25,-1.5
19.5,194.3016983164216,152.27363349507056,-0.25,-1.5
19.6,194.3128781414052,152.49599336831827,-0.25,-1.5
19.7,194.32441816538656,152.71604305343652,-0.25,-1.5
19.8,194.34985112435447,152.93390130756907,-0.25,-1.5
19.9,194.36240404915,153.14952828170374,-0.25,-1.5
20.0,194.36109022836465,153.36287942765512,-0.25,-1.5
