Time (s),Error (m),Avg Error (m),v (m/s),w (rad/s)
0.1,0.12922973682283742,0.12922973682283742,0.04445173726930605,3.85
0.2,0.15968049185737637,0.14445511434010688,0.16960489951954494,3.85
0.3,0.18324738226120854,0.15738587031380744,0.33,3.5343124274548203
0.4,0.1928034290084728,0.16624025998747377,0.33,2.4201587456826825
0.5,0.19574578187017558,0.17214136436401412,0.33,1.4150417531665322
0.6,0.19573926288805585,0.17607434745135442,0.33,0.6386247841745271
0.7,0.19374234385904626,0.17859834693816753,0.33,0.12366832323848254
0.8,0.1917005978079926,0.18023612829689567,0.33,-0.2046259621821367
0.9,0.18917780042467125,0.18122964742220407,0.33,-0.3901075214334915
1.0,0.18712725858154225,0.18181940853813788,0.33,-0.4592548105722214
1.1,0.18482587071413642,0.1820927232814105,0.33,-0.47069012418519923
1.2,0.1824930820326509,0.18212608651068052,0.33,-0.459535521267755
1.3,0.17953004467905243,0.1819263909851707,0.33,-0.41689132051525046
1.4,0.17587976725410537,0.18149448929009457,0.33,-0.3636740774585343
1.5,0.1717225608637145,0.18084302739500258,0.33,-0.33014662623266755
1.6,0.16671179599753913,0.17995982543266112,0.33,-0.2881649878646977
1.7,0.16108956334837754,0.17884981001593858,0.33,-0.24881930874886926
1.8,0.15397271415022465,0.17746774913451002,0.33,-0.20874604616156137
1.9,0.14596101693191332,0.17580950007121546,0.33,-0.1899772818396066
2.0,0.13714671933753234,0.1738763610345313,0.33,-0.18058965776324865
2.1,0.12750637789193942,0.17166826659916978,0.33,-0.17917641270755436
2.2,0.11701942552698395,0.16918422836861588,0.33,-0.18632183785876322
2.3,0.10566960697137825,0.16642272309047512,0.31659879483378356,-0.20346601447188428
2.4,0.09524096870176414,0.16345681665761216,0.285341269502831,-0.2067644270134794
2.5,0.08631793998407412,0.16037126159067064,0.25851325281047355,-0.23336271701762445
2.6,0.07908245055778107,0.15724476885863642,0.23674307680852374,-0.2608464428399802
