Time (s),Error (m),Avg Error (m),v (m/s),w (rad/s)
0.1,0.13013017234694327,0.13013017234694327,0.04401641195037861,3.85
0.2,0.16047414241551677,0.14530215738123003,0.1776213234921719,3.85
0.3,0.18433929227171586,0.15831453567805864,0.33,3.436484495113745
0.4,0.19402173394253322,0.16724133524417728,0.33,2.322151818891431
0.5,0.19662159165082052,0.17311738652550593,0.33,1.3380499603900073
0.6,0.19559773713337278,0.17686411162681706,0.33,0.6229727921037833
0.7,0.19271671594664916,0.1791287693867931,0.33,0.1598001802693112
0.8,0.18974634479351007,0.18045596631263272,0.33,-0.1484071877754518
0.9,0.1868637404463005,0.18116794121637358,0.33,-0.34292450504996724
1.0,0.18399457584563425,0.18145060467929966,0.33,-0.45147285393741665
1.1,0.18097566693865744,0.18140742852105946,0.33,-0.4967505675659778
1.2,0.17763224885296466,0.1810928302153849,0.33,-0.49793742534166435
1.3,0.17382411401668643,0.1805336982001004,0.33,-0.4707319430283761
1.4,0.16944500803019785,0.17974164890225022,0.33,-0.4274580857557746
1.5,0.1644209617637469,0.17872026975968333,0.33,-0.3773309280534418
1.6,0.15870114370573324,0.17746907438131146,0.33,-0.3269070082514558
1.7,0.1522490610121106,0.17598554418312318,0.33,-0.28061480630838886
1.8,0.14502025869532162,0.174265250544912,0.33,-0.2404769236227171
1.9,0.1370209945252073,0.1723050265438749,0.33,-0.20989463852817636
2.0,0.12821297402536316,0.1701004239179493,0.33,-0.18918010080029776
2.1,0.11857481485800184,0.16764682348652324,0.33,-0.17897780609643332
2.2,0.1080873765671279,0.164939575899278,0.3239331999070085,-0.18018357504348703
2.3,0.09718480720595653,0.1619937163908727,0.29121354098250574,-0.19344551344627448
2.4,0.08805030914707399,0.15891274108904777,0.26380713246290755,-0.204101312773735
2.5,0.08097550739785005,0.15579525174139985,0.2425313897875111,-0.2281748279320106
2.6,0.07519307179361939,0.15269516789725446,0.22510819906768723,-0.25853480625441794
2.7,0.0705619594604035,0.14965319721440815,0.2111537221078141,-0.2836871482735761
2.8,0.06631888292438545,0.14667697170405017,0.19830109035838603,-0.32480355969899355
2.9,0.06244830331504762,0.14377253486305008,0.1865282525654351,-0.3736215117292634
3.0,0.05892135812275389,0.1409441623050402,0.17575174581762223,-0.4282981665841672
3.1,0.05566454356822341,0.13819320686191708,0.16575007890659235,-0.4884575753616672
3.2,0.05282993593061552,0.1355256046453139,0.15705481669241106,-0.5386754083091945
3.3,0.05025296741035694,0.13294158533516368,0.14909339468831323,-0.5951239690734016
3.4,0.047499962881189135,0.13042859643945856,0.14044305218809552,-0.6804424149226568
3.5,0.04501291759019939,0.12798814847233686,0.13248705600374497,-0.7788369790192473
3.6,0.043276937399430296,0.12563505927586724,0.12691285665025073,-0.8496542029410226
3.7,0.04228753945571772,0.12338242360505239,0.12372509396846944,-0.891457955238086
3.8,0.041079287824190514,0.12121655161081916,0.1198253265209634,-0.9435151438281921
3.9,0.039474958669809206,0.11912061333028046,0.114107613507926,-1.0833930156658549
4.0,0.038616498158225654,0.1171080104509791,0.1104945347476652,-1.2209370232595171
4.1,0.03830041269403334,0.11518587392032188,0.10854465946063076,-1.3367406112285296
4.2,0.03860639100587974,0.11336255289854945,0.10869546800414065,-1.4102278134287167
4.3,0.03943267610979023,0.11164325343834575,0.11077550339331922,-1.4341571702457956
4.4,0.04065453169649244,0.11002987339875815,0.11446296910828097,-1.4101323734592304
4.5,0.04215253203350304,0.10852148803508582,0.1193720638366939,-1.3453576485554457
4.6,0.043886345430062215,0.10711637623932443,0.12529703302087333,-1.2485649076174048
4.7,0.04561284275743313,0.1058077904205608,0.13140200409924477,-1.131305505766508
4.8,0.048105619192726504,0.10460566185331426,0.14002835448130269,-0.9775763411972102
4.9,0.05005520299132432,0.1034923871826614,0.14705178116065992,-0.8160004040752921
5.0,0.05179512259329213,0.10245844189087401,0.15299643081323155,-0.7023122813614329
5.1,0.053674994115347034,0.10150190369919702,0.15919267818044325,-0.6040040146768629
5.2,0.055728709454485895,0.1006216499637218,0.16578941195977165,-0.5174064050483551
5.3,0.05792847124174215,0.09981611828972219,0.17271965398444367,-0.4432208479463098
5.4,0.060239028115645375,0.09908320921242446,0.17989402010428185,-0.3819066486905376
5.5,0.06262732510761587,0.09842037495597339,0.18723152532809953,-0.3329390697087167
5.6,0.06506267981693939,0.09782470182849065,0.19465760431859377,-0.29495986748403613
5.7,0.06751678119353628,0.09729298392261425,0.2021022887050144,-0.2661057082210725
5.8,0.0699635650135063,0.09682178704487102,0.20949922659796036,-0.24433984771525807
5.9,0.07237573275484477,0.09640744714165023,0.21677547085700938,-0.22770870032805668
6.0,0.0747387585195225,0.09604630233128143,0.2238938996604094,-0.2145234405773735
6.1,0.07703606394141035,0.09573465907898845,0.23080926322006287,-0.20346882603261207
6.2,0.0792521446805457,0.09546881207256197,0.23747794356195429,-0.19362276931930908
6.3,0.08137444221956094,0.09524509191616512,0.2438639403621691,-0.1844090901391038
6.4,0.0833916687378491,0.09505988217900393,0.24993412437488488,-0.17554558496250117
6.5,0.08530924795480484,0.09490987242170856,0.25571072739947615,-0.16473782999529174
6.6,0.08708657482194654,0.09479133760959096,0.26105873940332547,-0.15690923068121343
6.7,0.08873522762603439,0.09470094790834384,0.2660189178592847,-0.14984404571764198
6.8,0.0902514722331808,0.09463551444253263,0.27058057200138796,-0.14334784869081751
6.9,0.09158476153857593,0.09459130063233036,0.27459171000419175,-0.13761017013143118
7.0,0.09283181209367011,0.09456616508177806,0.27834303153266443,-0.13233813325273047
7.1,0.09393455275375452,0.09455726913349605,0.2816599546015242,-0.12774798166219714
7.2,0.09488832647559048,0.09456186715213626,0.28452839395888296,-0.12391605594786981
7.3,0.09568620657639981,0.09457726906205767,0.2869276758989862,-0.12082275196812997
7.4,0.09632551518875541,0.09460089400971575,0.28884967503013753,-0.11853318922134015
7.5,0.09681191830201685,0.0946303743336131,0.2903155419782266,-0.1150907757030808
7.6,0.09713556809390984,0.09466333740940647,0.29128844677654553,-0.11396047846550063
7.7,0.09730105288388201,0.09469759345452954,0.2917850042652288,-0.11381386370241842
7.8,0.09730856628425419,0.09473106746516703,0.2918063353001986,-0.11439037717777811
7.9,0.09715794229861538,0.09476178739976764,0.2913522089879561,-0.11555508829929108
8.0,0.09684930305408192,0.09478788134544656,0.29042313186793955,-0.11723288093241013
8.1,0.09638295094873059,0.09480757356277106,0.2890201149038063,-0.11936682678518906
8.2,0.09576098344896757,0.09481920051260273,0.28714946655904694,-0.1219413900735189
8.3,0.09499295961747871,0.094821293995794,0.2848401955024501,-0.12479535709308198
8.4,0.09406179127159024,0.09481225229669635,0.282040059879169,-0.12837486816691168
8.5,0.09297975362462088,0.09479069348878957,0.27878605511458426,-0.1325798709141326
8.6,0.09174950184283726,0.09475533079523199,0.27508615750170035,-0.13739070762400907
8.7,0.09037478404607668,0.09470497968317274,0.2709512366963095,-0.14294920388627297
8.8,0.08885966112996461,0.09463855560870446,0.26639311804582383,-0.14937794552420147
8.9,0.08720883940379394,0.09455507565134591,0.26142560840657486,-0.1567698238376325
9.0,0.08542784198065852,0.09445366194389382,0.25606485703972254,-0.16524907631639518
9.1,0.08352014442696681,0.09433351339975177,0.2503206897758623,-0.17499546880225836
9.2,0.0814950548783897,0.09419396493756305,0.24422038693802361,-0.18617811837512477
9.3,0.07935356425207987,0.09403439073664387,0.23776620784713914,-0.1989790916757226
9.4,0.07710899968759441,0.09385433338505823,0.23099727211617194,-0.21359478600228954
9.5,0.07476669488949071,0.09365341087457857,0.2239283871102846,-0.23031123105185358
9.6,0.07233449042235028,0.09343133878653452,0.21658159002854108,-0.24946357395714713
9.7,0.06982169255074355,0.09318794037173254,0.20897993617467303,-0.2722934765401268
9.8,0.06747576345768727,0.09292557121954842,0.2018936369988767,-0.2905129819156329
9.9,0.06479958477214853,0.09264147034634235,0.19377919819472977,-0.31943609400324924
10.0,0.06200978590506002,0.09233515350192953,0.1852970828377987,-0.35502903914318923
10.1,0.05924079828908051,0.09200748661863399,0.17685174517676217,-0.3960984047929479
10.2,0.05650592108885677,0.09165943205461656,0.16847950209649654,-0.44293765442057786
10.3,0.05382487014479054,0.09129210621083184,0.16023388248363654,-0.49618042366884646
10.4,0.051217414297980116,0.09090677263474672,0.15216654783015887,-0.5566996387695475
10.5,0.04871336416953532,0.09050493064936375,0.1443576323120786,-0.6253780477645616
10.6,0.04634935872412439,0.09008836865006906,0.13690652947780485,-0.7029351327382418
10.7,0.04416847483646513,0.0896592107639606,0.12993193379755497,-0.7896322486010466
10.8,0.04222177685465259,0.08921997526480034,0.12357888564837174,-0.884832790799873
10.9,0.040563378908744396,0.08877358447254295,0.11800796692749822,-0.9865075781697765
11.0,0.039251575152983824,0.08832338438781968,0.11340442417132302,-1.0906657443323482
11.1,0.03833875401894554,0.08787307240251452,0.10995444090525101,-1.1911173011891147
