Time (s),Error (m),Avg Error (m),v (m/s),w (rad/s)
0.1,0.12952899761740352,0.12952899761740352,0.06629386157906358,3.85
0.2,0.15997450155230578,0.14475174958485465,0.14303024884120835,3.85
0.3,0.18501940031050412,0.1581742998267378,0.24908718438436278,3.85
0.4,0.2001434870827034,0.1686665966407292,0.33,3.531352165881179
0.5,0.20362712370489686,0.17565870205356274,0.33,0.5479051212568484
0.6,0.2013163705211391,0.17993498013149212,0.33,-0.6742586537278312
0.7,0.19949870947234016,0.18272979860875613,0.33,-0.6947298507009166
0.8,0.19774465872787744,0.1846066561236463,0.33,-0.34454024267760264
0.9,0.1956831282377152,0.1858373752474317,0.33,-0.11188065867467244
1.0,0.19338006254581544,0.1865916439772701,0.33,-0.05034887359140247
1.1,0.19011277200449872,0.18691174652519998,0.33,-0.07527886922740201
1.2,0.18621977871569378,0.18685408254107447,0.33,-0.10902385916570004
1.3,0.18180410571604855,0.18646562278530324,0.33,-0.1287328763864592
1.4,0.1768285019617463,0.18577725701219203,0.33,-0.13671960460627433
1.5,0.17125236432846955,0.18480893083327718,0.33,-0.14034592437276516
1.6,0.165033356758744,0.18357295745361887,0.33,-0.14391491445750612
1.7,0.15813013139323456,0.18207632062653745,0.33,-0.1491858097209996
1.8,0.15050362941692133,0.18032228222600322,0.33,-0.15643449343035692
1.9,0.14218647711042182,0.17831513458834103,0.33,-0.16690808158670847
2.0,0.13341856252842987,0.17607030598534548,0.33,-0.16662489532278452
2.1,0.1245400635505112,0.17361648491702003,0.33,-0.17306345062253325
2.2,0.1140606361850744,0.17090940088374976,0.33,-0.1860182915168923
2.3,0.10234651845636782,0.16792840599560274,0.3236116311411542,-0.209399686946201
2.4,0.09020085037909652,0.16468975784491496,0.30989288962291417,-0.23999626299001092
2.5,0.07871128832829809,0.16125061906425028,0.29207846231885487,-0.286823131574804
2.6,0.06829409599968307,0.15767536817715153,0.2723947050601496,-0.333280652891448
2.7,0.05908097041094856,0.1540237238154403,0.25228238782548623,-0.374007823861219
2.8,0.051160528344070234,0.15035003826289137,0.23256788880505658,-0.44415353472378954
2.9,0.043862460133902874,0.14667805281016766,0.2135399934074537,-0.5220998783052072
3.0,0.03818482992081494,0.14306161204718923,0.1959233035983463,-0.6090509099829374
3.1,0.033667824661047854,0.1395327801960234,0.18006419522654346,-0.680445350786301
3.2,0.02966668961154768,0.13609946486525853,0.1657434168888432,-0.770741790265505
3.3,0.025868430331628244,0.13275913048545154,0.15282473769036098,-0.8721811754282647
3.4,0.023113330114940104,0.12953425400396593,0.14167361395806674,-0.982811014605006
3.5,0.020974348334274702,0.12643254241340332,0.1324064879814144,-1.10278673650343
3.6,0.019787909821261513,0.12347019150806607,0.12535778782153098,-1.2283530736944426
