Time (s),Error (m),Avg Error (m),v (m/s),w (rad/s)
0.1,0.13015205653777961,0.13015205653777961,0.04412399624551412,3.85
0.2,0.16039955803672948,0.14527580728725453,0.1816030323401733,3.85
0.3,0.18339621954261678,0.15798261137237526,0.33,3.4132770698588955
0.4,0.19196336911736075,0.16647780080862165,0.33,2.3124253547308484
0.5,0.19271431917926296,0.1717251044827499,0.33,1.4295099531335425
0.6,0.19082324204920345,0.1749081274104922,0.33,0.7607424819429616
0.7,0.18793059457800831,0.1767684798629945,0.33,0.27048627198697867
0.8,0.18483918000573044,0.1777773173808365,0.33,-0.07430875078833399
0.9,0.18182088788116246,0.1782266029919838,0.33,-0.30183622372424157
1.0,0.17885372974392527,0.17828931566717796,0.33,-0.4368401189475808
1.1,0.17578549139223645,0.17806169527854693,0.33,-0.5015881423863107
1.2,0.17243209014589334,0.17759256151749248,0.33,-0.5157804162450716
1.3,0.16863956681319317,0.17690386961716176,0.33,-0.4960629865157147
1.4,0.1642877386589388,0.1760027174058601,0.33,-0.45591382062977726
1.5,0.1592927909539718,0.17488872230906755,0.33,-0.4057006368880236
1.6,0.15359845651152335,0.17355808069672105,0.33,-0.35301198230141134
1.7,0.1473960822459404,0.17201913961138102,0.33,-0.287615637212836
1.8,0.14025754260004797,0.17025460644408474,0.33,-0.22903625679858397
1.9,0.13225406586118726,0.1682545779923533,0.33,-0.19768109002254874
2.0,0.12344241323231767,0.1660139697543515,0.33,-0.17912816906396456
2.1,0.11380153445241403,0.1635276633114021,0.33,-0.1716297231695303
2.2,0.10331224109658092,0.16079059866527384,0.3096374221861062,-0.17580352757018725
2.3,0.09365724873049268,0.1578717573637616,0.28066848159345575,-0.18586327783544612
2.4,0.08586043889072471,0.15487128576071843,0.2572424987130786,-0.20518643105182477
2.5,0.07986021521821578,0.1518708429390183,0.23916596745485916,-0.23537882327809445
2.6,0.07462113415523244,0.1488997002934881,0.22336964063299028,-0.26571866036176844
2.7,0.0701639796207611,0.14598356249079447,0.20990879993116204,-0.2978129557125988
2.8,0.06618406534302454,0.14313358044980268,0.1978786591819046,-0.32956506385435924
2.9,0.06258720578204702,0.14035611925436284,0.18698062231500756,-0.36496092457586293
3.0,0.05918602717927028,0.1376504495185264,0.17660479536183768,-0.4146779206675024
3.1,0.05594828261551491,0.13501489574746153,0.16666750671864763,-0.47405237684364243
3.2,0.05305885424461017,0.13245376945049742,0.1577754801228774,-0.5311123157565154
3.3,0.05034185749406384,0.12996552969424185,0.14930988636452164,-0.603504707506866
3.4,0.047661209312175545,0.12754481438888696,0.14086138027222156,-0.6900308445092189
3.5,0.0454233899147777,0.12519848797534097,0.13376814740283405,-0.7676918467521062
3.6,0.043561408294075274,0.12293079131752803,0.12770059570940814,-0.8563781620851876
3.7,0.04160254518033512,0.1207327306111174,0.12116158617127482,-0.9692340409527022
3.8,0.04019366206789928,0.11861328143892746,0.11621264853420903,-1.079974706344861
3.9,0.039313822432147545,0.11657996197721514,0.11289665698448882,-1.174152394976884
4.0,0.0386332054623796,0.11463129306434425,0.1100718071849196,-1.2738652080704294
4.1,0.0384653603346161,0.11277358738800941,0.10886154129979714,-1.352564471833166
4.2,0.0387909754874761,0.11101209662847292,0.10932369902495463,-1.399383652120653
4.3,0.03955699923188111,0.10935035017738938,0.11138755032293914,-1.4086978461254016
4.4,0.04068291351345433,0.10778972661684541,0.11485516864109845,-1.380184606897303
4.5,0.04208326515484843,0.10632958302880104,0.11946234661646274,-1.3175833954689207
4.6,0.04373291287119192,0.10496878585146172,0.12507971946738367,-1.2264606523010992
4.7,0.04573483276848825,0.10370848897735589,0.13231966376855805,-1.0705642509750333
4.8,0.04774693942479233,0.10254262336167748,0.13940721733701128,-0.9275096329475616
4.9,0.04949606395354635,0.10146004051661357,0.14539765323747125,-0.8175273092348934
5.0,0.05142585054103142,0.10045935671710193,0.1518389276998631,-0.7121471898551941
5.1,0.05349636088518589,0.09953851366157417,0.1585971175758249,-0.6148035606306683
5.2,0.0555685908009019,0.09869293822194584,0.16524534249126002,-0.5298556798072438
5.3,0.05776416484930893,0.09792069721491496,0.17216876729342862,-0.4557750353826471
5.4,0.06006580200566565,0.0972196806369659,0.17932831204441235,-0.3930147010223291
5.5,0.062442714571188336,0.09658737216304267,0.1866453614099863,-0.3416226067415433
5.6,0.0648664676090915,0.09602092743886496,0.19404935568939144,-0.3008198856816904
5.7,0.06730877727566172,0.09551720550617719,0.20146902633910863,-0.2692549614045374
5.8,0.06974604435429656,0.09507287514148959,0.2088452155991949,-0.24517332785250545
5.9,0.07214828269347269,0.09468432272711642,0.21609689654386718,-0.22683963471956314
6.0,0.07450500576793422,0.09434800077779672,0.2231994519507159,-0.21257755217113772
6.1,0.07679996111644971,0.09406032799646316,0.23010896248086873,-0.20103283992979648
6.2,0.07898070316026302,0.09381710824104057,0.23667006421961137,-0.1916973053656168
6.3,0.08111365851209472,0.09361546618185096,0.24308763282461876,-0.18254051020482986
6.4,0.08314488493992638,0.09345186334994589,0.24919906576890663,-0.1738634659380125
6.5,0.08503893571647562,0.09332243369404634,0.25489694302043925,-0.16607866250480094
6.6,0.0868380885381878,0.0932241860401697,0.2603109286157413,-0.1580504333107413
6.7,0.08850889862078945,0.09315380861599984,0.2653389311818586,-0.15043657609818606
6.8,0.09004715814793757,0.09310812257970481,0.2699678426297426,-0.14342249456286638
6.9,0.09144411749712562,0.09308400656401526,0.27417120802563605,-0.13710883287920073
7.0,0.09269596574920695,0.09307846312380372,0.2779373516585713,-0.13162474933200663
7.1,0.09380127778750821,0.09308864361202492,0.2812620132175353,-0.12699808964344325
7.2,0.0947587405035546,0.09311183940218504,0.2841413633634859,-0.12321412196789973
7.3,0.09556555374597799,0.09314545192744247,0.2865671720467682,-0.12022555151237933
7.4,0.09621621679854997,0.093186948750025,0.28852309143811283,-0.1179858208091167
7.5,0.09671291058096854,0.09323396157443757,0.2900158445789953,-0.11642351992190303
7.6,0.09705177267969509,0.0932841959310857,0.29103350241990666,-0.11571222837124573
7.7,0.09723301927438407,0.09333547935112853,0.2915776260520691,-0.11542202988925876
7.8,0.0972582261280957,0.09338577097647427,0.29165612157760246,-0.11403263053968349
7.9,0.09712088365175373,0.0934330508837563,0.29124584181001084,-0.11326897815112957
8.0,0.09682716194705475,0.09347547727204752,0.2903611828591537,-0.11512481531027063
8.1,0.09637658966591574,0.09351129347444095,0.28900440137674654,-0.11779774335215443
8.2,0.09576992884379697,0.09353883780821359,0.2871784362736234,-0.12095721844559737
